eat, cap-shape, cap-surface, cap-color, bruises, odor, gill-attachment, gill-spacing, gill-size, gill-color, stalk-shape, stalk-root, stalk-surface-above-ring, stalk-surface-below-ring, stalk-color-above-ring, stalk-color-below-ring, veil-type, veil-color, ring-number, ring-type, spore-print-color, population, habitat
EDIBLE,CONVEX,SMOOTH,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,CONVEX,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,RED,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,RED,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,RED,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,RED,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SMOOTH,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
EDIBLE,KNOBBED,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
